"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 20 05:54:35 GMT 2023","Thu Apr 20 05:54:52 GMT 2023","16542","Tests","test_users","","","","test_UsersCheckExportButtonDownloadsCSVFile",""
"broken","Thu Apr 20 05:54:16 GMT 2023","Thu Apr 20 05:54:36 GMT 2023","20048","Tests","test_temprory_worker","","","","test_TemporaryWorkerDeleteLast",""
